id	Ann_long_1	Ann_long_2	Ann_long_3	Ann_long_4	Ann_long_5	Ann_long_6	Ann_long_7	Ann_long_8	Ann_long_9	Ann_long_10
320007D1	29.4565999144482	28.7822968680898	28.2981800413676	26.7377196299321	25.605533142302	24.2432287591939	23.5833728649743	23.4366520419751	21.9554806860791	21.3905181810561
320008D1	29.3802011370547	28.6632110542682	28.1718790152716	26.6458763217242	25.6208967328231	24.0557526505082	23.5668207598783	23.1826232224018	21.7111845538661	21.025672962998
720095B1	32.1586579954214	31.8501721467167	31.414678813746	30.4900582579526	29.5051235022016	28.4690003527949	27.5317533042646	27.4041192890903	25.0487683162412	24.2095916400221
720096B1	32.3238189009298	32.0376905401868	31.5682413747631	30.6315617982563	29.6768203765858	28.6200929465894	27.7162590633445	27.5695855413235	25.0940789329855	24.3164639982602
720097B1	32.3383714729105	32.1619076855153	31.7276588018207	30.8196246121716	29.8215372011617	28.8651597417388	28.0089656980832	27.6121358878235	25.4288165382334	24.6235651310612
720098B1	31.5236751685417	31.2449020330171	30.8029609891481	29.8322341918946	28.8511942033456	27.8703260365423	27.0388436422835	26.7423600347395	24.4321258083075	23.5749596319601
720099B1	30.1821630765165	29.8107429156899	29.327131228284	28.4396209003195	27.3147206447198	26.3176561796869	25.5748935631911	24.7679276703763	22.7598449542384	21.3517344649725
720100B1	31.3434767204608	30.985576921495	30.4780687381786	29.494596420794	28.4432169415909	27.311773937595	26.5166392819249	26.1692935931251	23.3874789841021	22.6508687743553
720101B1	31.0251511923521	30.6845661685896	30.2685193423754	29.2722541245078	28.2343151844914	27.2545701025141	26.3164886192345	26.0522266964774	23.704703157868	22.85921754595
720102B1	30.8528516556316	30.4486495097113	30.0052987045692	29.0212456072439	27.9926587943017	26.9333840020837	26.0350940420734	25.6981574844425	23.480574241876	22.0898909025742
720103B1	32.5179979093861	32.278736963013	31.853632366873	30.8904493032875	29.9361905787792	28.875698333187	27.9990577529525	27.7632728118295	25.4602111600859	24.6689565448943
720104B1	32.2498995347191	31.9906810966301	31.5557328016749	30.6527014354122	29.6621038949819	28.6749731756727	27.787348848534	27.5906985374365	25.3027760143178	24.5516333155727
720105B1	31.0934877347514	30.7124685350402	30.2912840938304	29.2686322024426	28.2848308160235	27.2507449282288	26.3484892779128	26.1365137937108	23.6828010860992	22.9108723676025
720106B1	31.7944964511412	31.4824294739658	31.0403548734256	29.9824190898528	28.9926395814613	27.9537556935471	27.0624492306118	26.7111106588585	24.4293934350653	23.4464311191945
720107B1	30.9849854140817	30.5996237780893	30.1634548527798	29.2244879770837	28.2628901540982	27.2109879454813	26.2924027445266	26.144381679599	23.8499775223698	23.114741433836
720108B1	30.0841703133434	29.7935773822643	29.3699340693518	28.3769606603427	27.4015606177922	26.4316179386176	25.5357906303859	25.4364575397593	22.9472044703427	22.400414804594
820109B1	31.576213517293	31.2200545060018	30.9470836825493	29.9683740456657	29.0288005623459	27.940874842421	27.7332164977609	27.7309387617324	26.5880383252033	26.1997684936301
